snap_index;snap_ts;price;bias;stage;result;reason;extra
745;2025-10-16T20:20:00Z;60.99;NEUTRAL_FLAG;DAILY_FILTER;OK;OK_DAILY;
745;2025-10-16T20:20:00Z;60.99;NEUTRAL_FLAG;H1_IMPULSE;SKIP;IMPULSE_TOO_SMALL_ATR;imp_dir=UP, imp_bars=4.0, imp_atr=0.6648392077980855, imp_pct=0.361604207758052
746;2025-10-16T20:25:00Z;61.0;NEUTRAL_FLAG;DAILY_FILTER;OK;OK_DAILY;
746;2025-10-16T20:25:00Z;61.0;NEUTRAL_FLAG;H1_IMPULSE;SKIP;IMPULSE_TOO_SMALL_ATR;imp_dir=UP, imp_bars=4.0, imp_atr=0.6648392077980855, imp_pct=0.361604207758052
747;2025-10-16T20:30:00Z;60.97;NEUTRAL_FLAG;DAILY_FILTER;OK;OK_DAILY;
747;2025-10-16T20:30:00Z;60.97;NEUTRAL_FLAG;H1_IMPULSE;SKIP;IMPULSE_TOO_SMALL_ATR;imp_dir=UP, imp_bars=4.0, imp_atr=0.6648392077980855, imp_pct=0.361604207758052
748;2025-10-16T20:35:00Z;60.99;NEUTRAL_FLAG;DAILY_FILTER;OK;OK_DAILY;
748;2025-10-16T20:35:00Z;60.99;NEUTRAL_FLAG;H1_IMPULSE;SKIP;IMPULSE_TOO_SMALL_ATR;imp_dir=UP, imp_bars=4.0, imp_atr=0.6648392077980855, imp_pct=0.361604207758052
749;2025-10-16T20:40:00Z;60.85;NEUTRAL_FLAG;DAILY_FILTER;OK;OK_DAILY;
749;2025-10-16T20:40:00Z;60.85;NEUTRAL_FLAG;H1_IMPULSE;SKIP;IMPULSE_TOO_SMALL_ATR;imp_dir=UP, imp_bars=4.0, imp_atr=0.6648392077980855, imp_pct=0.361604207758052
