snap_index;snap_ts;price;bias;stage;result;reason;extra
12;2025-11-03T00:55:00Z;65.25;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
13;2025-11-03T01:00:00Z;65.23;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
14;2025-11-03T01:05:00Z;65.22;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
15;2025-11-03T01:10:00Z;65.17;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
16;2025-11-03T01:15:00Z;65.08;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
17;2025-11-03T01:20:00Z;65.03;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
18;2025-11-03T01:25:00Z;65.1;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
19;2025-11-03T01:30:00Z;65.15;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
20;2025-11-03T01:35:00Z;65.17;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
21;2025-11-03T01:40:00Z;65.13;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
22;2025-11-03T01:45:00Z;65.12;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
23;2025-11-03T01:50:00Z;65.1;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
24;2025-11-03T01:55:00Z;65.08;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
25;2025-11-03T02:00:00Z;65.09;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
26;2025-11-03T02:05:00Z;65.04;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
27;2025-11-03T02:10:00Z;65.03;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
28;2025-11-03T02:15:00Z;64.97;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
29;2025-11-03T02:20:00Z;64.98;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
30;2025-11-03T02:25:00Z;64.84;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
31;2025-11-03T02:30:00Z;64.87;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
32;2025-11-03T02:35:00Z;64.83;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
33;2025-11-03T02:40:00Z;64.83;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
34;2025-11-03T02:45:00Z;64.81;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
35;2025-11-03T02:50:00Z;64.75;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
36;2025-11-03T02:55:00Z;64.66;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
37;2025-11-03T03:00:00Z;64.6;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
38;2025-11-03T03:05:00Z;64.57;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
39;2025-11-03T03:10:00Z;64.54;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
40;2025-11-03T03:15:00Z;64.63;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
41;2025-11-03T03:20:00Z;64.71;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
42;2025-11-03T03:25:00Z;64.71;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
43;2025-11-03T03:30:00Z;64.71;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
44;2025-11-03T03:35:00Z;64.66;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
45;2025-11-03T03:40:00Z;64.66;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
46;2025-11-03T03:45:00Z;64.8;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
47;2025-11-03T03:50:00Z;64.73;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
48;2025-11-03T03:55:00Z;64.79;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
49;2025-11-03T04:00:00Z;64.69;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
50;2025-11-03T04:05:00Z;64.69;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
51;2025-11-03T04:10:00Z;64.79;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
52;2025-11-03T04:15:00Z;64.71;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
53;2025-11-03T04:20:00Z;64.61;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
54;2025-11-03T04:25:00Z;64.75;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
55;2025-11-03T04:30:00Z;64.88;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
56;2025-11-03T04:35:00Z;65.01;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
57;2025-11-03T04:40:00Z;64.92;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
58;2025-11-03T04:45:00Z;64.95;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
59;2025-11-03T04:50:00Z;64.98;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
60;2025-11-03T04:55:00Z;65.0;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
61;2025-11-03T05:00:00Z;64.91;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
62;2025-11-03T05:05:00Z;64.79;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
63;2025-11-03T05:10:00Z;64.55;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
64;2025-11-03T05:15:00Z;64.49;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
65;2025-11-03T05:20:00Z;64.44;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
66;2025-11-03T05:25:00Z;64.46;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
67;2025-11-03T05:30:00Z;64.44;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
68;2025-11-03T05:35:00Z;64.46;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
69;2025-11-03T05:40:00Z;64.41;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
70;2025-11-03T05:45:00Z;64.56;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
71;2025-11-03T05:50:00Z;64.63;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
72;2025-11-03T05:55:00Z;64.63;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
73;2025-11-03T06:00:00Z;64.7;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
74;2025-11-03T06:05:00Z;64.62;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
75;2025-11-03T06:10:00Z;64.72;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
76;2025-11-03T06:15:00Z;64.66;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
77;2025-11-03T06:20:00Z;64.65;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
78;2025-11-03T06:25:00Z;64.67;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
79;2025-11-03T06:30:00Z;64.7;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
80;2025-11-03T06:35:00Z;64.72;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
81;2025-11-03T06:40:00Z;64.73;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
82;2025-11-03T06:45:00Z;64.73;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
83;2025-11-03T06:50:00Z;64.75;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
84;2025-11-03T06:55:00Z;64.68;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
85;2025-11-03T07:00:00Z;64.61;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
86;2025-11-03T07:05:00Z;64.68;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
87;2025-11-03T07:10:00Z;64.72;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
88;2025-11-03T07:15:00Z;64.75;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
89;2025-11-03T07:20:00Z;64.77;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
90;2025-11-03T07:25:00Z;64.78;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
91;2025-11-03T07:30:00Z;64.78;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
92;2025-11-03T07:35:00Z;64.79;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
93;2025-11-03T07:40:00Z;64.76;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
94;2025-11-03T07:45:00Z;64.73;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
95;2025-11-03T07:50:00Z;64.7;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
96;2025-11-03T07:55:00Z;64.63;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
97;2025-11-03T08:00:00Z;64.8;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
98;2025-11-03T08:05:00Z;64.86;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
99;2025-11-03T08:10:00Z;64.91;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
100;2025-11-03T08:15:00Z;64.85;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
101;2025-11-03T08:20:00Z;64.78;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
102;2025-11-03T08:25:00Z;64.77;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
103;2025-11-03T08:30:00Z;64.57;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
104;2025-11-03T08:35:00Z;64.5;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
105;2025-11-03T08:40:00Z;64.61;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
106;2025-11-03T08:45:00Z;64.7;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
107;2025-11-03T08:50:00Z;64.7;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
108;2025-11-03T08:55:00Z;64.71;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
109;2025-11-03T09:00:00Z;64.75;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
110;2025-11-03T09:05:00Z;64.78;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
111;2025-11-03T09:10:00Z;64.6;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
112;2025-11-03T09:15:00Z;64.6;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
113;2025-11-03T09:20:00Z;64.67;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
114;2025-11-03T09:25:00Z;64.36;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
115;2025-11-03T09:30:00Z;64.47;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
116;2025-11-03T09:35:00Z;64.57;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
117;2025-11-03T09:40:00Z;64.62;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
118;2025-11-03T09:45:00Z;64.65;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
119;2025-11-03T09:50:00Z;64.68;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
120;2025-11-03T09:55:00Z;64.8;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
121;2025-11-03T10:00:00Z;65.01;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
122;2025-11-03T10:05:00Z;65.08;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
123;2025-11-03T10:10:00Z;65.14;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
124;2025-11-03T10:15:00Z;65.23;NONE;DAILY;SKIP;DAILY_BIAS_NONE;ema20=64.18468790721849, ema50=65.05429048636053, rsi_pct=83.0, atr_pct=26.0, slope_pct=-0.0009536211970378486
