signal_index;instrument;side;entry_ts;entry_price;sl;tp;exit_ts;exit_price;outcome;R;bars_used;rr_planned;score;m5_score;risk_mode
0;BZ=F;BUY;2025-11-07 11:15:00+00:00;63.56;63.3822231994357;64.26311247921;2025-11-07 11:45:00+00:00;63.3822231994357;LOSS;-1.0;7;3.955029435664037;78.0;50.0;SR_NEUTRAL
1;BZ=F;SELL;2025-11-10 03:40:00+00:00;64.28;64.42532711048715;63.53945795468199;2025-11-10 08:35:00+00:00;63.53945795468199;WIN;5.095690974902545;60;5.095690974902545;78.0;50.0;SR_NEUTRAL
