pk,ts,open,high,low,close,volume
GC=F#1d,2025-09-10T00:00:00Z,3625.0,3655.4,3620.8,3643.6,136
GC=F#1d,2025-09-09T00:00:00Z,3647.1,3670.4,3627.8,3643.3,535
GC=F#1d,2025-09-08T00:00:00Z,3594.5,3641.0,3590.0,3638.1,97
GC=F#1d,2025-09-05T00:00:00Z,3567.8,3613.2,3567.8,3613.2,925
GC=F#1d,2025-09-04T00:00:00Z,3549.9,3573.6,3549.9,3565.8,237
GC=F#1d,2025-09-03T00:00:00Z,3554.8,3593.7,3553.2,3593.2,72
GC=F#1d,2025-09-02T00:00:00Z,3485.7,3559.2,3485.7,3549.4,658
GC=F#1d,2025-08-29T00:00:00Z,3432.5,3475.6,3426.6,3473.7,0
GC=F#1d,2025-08-28T00:00:00Z,3409.0,3434.6,3400.0,3431.8,1035
GC=F#1d,2025-08-27T00:00:00Z,3397.0,3404.6,3382.0,3404.6,3222
GC=F#1d,2025-08-26T00:00:00Z,3378.9,3396.5,3371.1,3388.6,905
GC=F#1d,2025-08-25T00:00:00Z,3366.0,3378.0,3366.0,3373.8,1044
GC=F#1d,2025-08-22T00:00:00Z,3349.4,3377.7,3349.4,3374.4,1240
GC=F#1d,2025-08-21T00:00:00Z,3349.4,3349.4,3326.5,3336.9,142
GC=F#1d,2025-08-20T00:00:00Z,3310.6,3343.5,3310.1,3343.4,1213
GC=F#1d,2025-08-19T00:00:00Z,3330.2,3343.5,3313.4,3313.4,1655
GC=F#1d,2025-08-18T00:00:00Z,3333.5,3347.8,3331.7,3331.7,646
GC=F#1d,2025-08-15T00:00:00Z,3346.8,3346.8,3335.9,3336.0,1185
GC=F#1d,2025-08-14T00:00:00Z,3346.8,3356.0,3328.9,3335.2,592
GC=F#1d,2025-08-13T00:00:00Z,3358.8,3363.4,3358.7,3358.7,1011
GC=F#1d,2025-08-12T00:00:00Z,3356.2,3356.2,3330.1,3348.9,1611
GC=F#1d,2025-08-11T00:00:00Z,3383.9,3383.9,3349.2,3353.1,1488
GC=F#1d,2025-08-08T00:00:00Z,3438.8,3477.0,3402.5,3439.1,7657
GC=F#1d,2025-08-07T00:00:00Z,3384.9,3422.9,3384.9,3400.3,5464
GC=F#1d,2025-08-06T00:00:00Z,3380.7,3383.3,3361.3,3380.0,1492
GC=F#1d,2025-08-05T00:00:00Z,3378.5,3387.2,3351.2,3381.9,915
GC=F#1d,2025-08-04T00:00:00Z,3367.6,3386.5,3347.4,3374.4,351
GC=F#1d,2025-08-01T00:00:00Z,3286.2,3360.6,3281.0,3347.7,3420
GC=F#1d,2025-07-31T00:00:00Z,3272.9,3312.0,3272.9,3293.2,3704
GC=F#1d,2025-07-30T00:00:00Z,3325.8,3331.8,3263.9,3295.8,19252
GC=F#1d,2025-07-29T00:00:00Z,3323.4,3323.4,3323.4,3323.4,113144
GC=F#1d,2025-07-28T00:00:00Z,3326.6,3326.8,3309.1,3309.1,533
GC=F#1d,2025-07-25T00:00:00Z,3344.0,3345.0,3326.5,3334.0,67
GC=F#1d,2025-07-24T00:00:00Z,3367.0,3371.0,3367.0,3371.0,1175
GC=F#1d,2025-07-23T00:00:00Z,3430.3,3433.9,3388.1,3394.1,63
GC=F#1d,2025-07-22T00:00:00Z,3411.0,3441.0,3395.6,3439.2,39
GC=F#1d,2025-07-21T00:00:00Z,3350.3,3411.7,3350.3,3401.9,53
GC=F#1d,2025-07-18T00:00:00Z,3338.2,3353.0,3338.2,3353.0,602
GC=F#1d,2025-07-17T00:00:00Z,3313.8,3340.8,3313.8,3340.1,667
GC=F#1d,2025-07-16T00:00:00Z,3341.2,3352.9,3329.5,3352.5,10
GC=F#1d,2025-07-15T00:00:00Z,3341.0,3341.0,3329.8,3329.8,210
GC=F#1d,2025-07-14T00:00:00Z,3367.0,3375.5,3350.0,3351.5,583
GC=F#1d,2025-07-11T00:00:00Z,3330.5,3370.0,3330.5,3356.0,776
GC=F#1d,2025-07-10T00:00:00Z,3323.6,3330.5,3311.6,3317.4,209
GC=F#1d,2025-07-09T00:00:00Z,3289.4,3314.0,3282.0,3311.6,114
GC=F#1d,2025-07-08T00:00:00Z,3330.4,3334.5,3287.6,3307.0,909
GC=F#1d,2025-07-07T00:00:00Z,3305.5,3333.3,3299.2,3332.2,254
GC=F#1d,2025-07-04T00:00:00Z,3342.0,3342.0,3332.5,3332.5,0
GC=F#1d,2025-07-03T00:00:00Z,3362.0,3362.0,3322.3,3331.6,0
GC=F#1d,2025-07-02T00:00:00Z,3329.0,3357.5,3329.0,3348.0,39
GC=F#1d,2025-07-01T00:00:00Z,3310.1,3354.1,3310.1,3336.7,371
GC=F#1d,2025-06-30T00:00:00Z,3265.9,3306.9,3262.0,3294.4,1242
GC=F#1d,2025-06-27T00:00:00Z,3318.7,3318.7,3253.8,3273.7,284
GC=F#1d,2025-06-26T00:00:00Z,3332.4,3333.5,3332.4,3333.5,2058
GC=F#1d,2025-06-25T00:00:00Z,3321.6,3331.2,3310.6,3327.1,373
GC=F#1d,2025-06-24T00:00:00Z,3358.0,3358.0,3301.0,3317.4,538
GC=F#1d,2025-06-23T00:00:00Z,3365.9,3387.9,3350.0,3377.7,30
GC=F#1d,2025-06-20T00:00:00Z,3350.0,3372.9,3341.0,3368.1,709
GC=F#1d,2025-06-18T00:00:00Z,3385.3,3391.9,3365.1,3389.8,0
GC=F#1d,2025-06-17T00:00:00Z,3398.3,3398.3,3376.1,3386.6,1477
GC=F#1d,2025-06-16T00:00:00Z,3442.0,3442.0,3385.4,3396.4,480
GC=F#1d,2025-06-13T00:00:00Z,3407.3,3444.0,3407.3,3431.2,499
GC=F#1d,2025-06-12T00:00:00Z,3363.0,3395.9,3353.4,3380.9,1818
GC=F#1d,2025-06-11T00:00:00Z,3328.0,3356.0,3321.3,3321.3,2106
GC=F#1d,2025-06-10T00:00:00Z,3302.0,3344.3,3302.0,3320.9,65
GC=F#1d,2025-06-09T00:00:00Z,3315.6,3334.6,3290.0,3332.1,1887
GC=F#1d,2025-06-06T00:00:00Z,3364.3,3364.3,3306.0,3322.7,81
GC=F#1d,2025-06-05T00:00:00Z,3371.5,3400.0,3343.7,3350.7,731
GC=F#1d,2025-06-04T00:00:00Z,3355.0,3380.0,3344.0,3373.5,207
GC=F#1d,2025-06-03T00:00:00Z,3385.1,3390.0,3331.3,3350.2,6410
GC=F#1d,2025-06-02T00:00:00Z,3296.9,3380.8,3296.9,3370.6,976
GC=F#1d,2025-05-30T00:00:00Z,3315.1,3318.0,3270.9,3288.9,2213
GC=F#1d,2025-05-29T00:00:00Z,3283.7,3328.8,3242.4,3317.1,24370
GC=F#1d,2025-05-28T00:00:00Z,3293.6,3293.6,3293.6,3293.6,127758
GC=F#1d,2025-05-27T00:00:00Z,3332.5,3341.0,3296.3,3299.1,189
GC=F#1d,2025-05-23T00:00:00Z,3328.0,3363.6,3323.5,3363.6,47
GC=F#1d,2025-05-22T00:00:00Z,3327.3,3328.0,3282.7,3292.3,1210
GC=F#1d,2025-05-21T00:00:00Z,3293.4,3317.5,3290.2,3309.3,979
GC=F#1d,2025-05-20T00:00:00Z,3219.0,3293.2,3207.5,3280.3,356
GC=F#1d,2025-05-19T00:00:00Z,3234.4,3241.0,3228.3,3228.9,266
GC=F#1d,2025-05-16T00:00:00Z,3227.7,3228.1,3173.9,3182.0,199
GC=F#1d,2025-05-15T00:00:00Z,3151.0,3228.1,3125.0,3220.7,652
GC=F#1d,2025-05-14T00:00:00Z,3233.0,3233.0,3171.7,3181.4,3518
GC=F#1d,2025-05-13T00:00:00Z,3232.0,3251.4,3223.5,3240.3,2424
GC=F#1d,2025-05-12T00:00:00Z,3300.7,3300.7,3205.0,3220.0,886
GC=F#1d,2025-05-09T00:00:00Z,3299.0,3335.5,3299.0,3335.4,216
GC=F#1d,2025-05-08T00:00:00Z,3390.0,3390.0,3288.7,3296.6,200
GC=F#1d,2025-05-07T00:00:00Z,3418.7,3418.7,3364.7,3381.4,1080
GC=F#1d,2025-05-06T00:00:00Z,3365.5,3430.9,3356.8,3411.4,2357
GC=F#1d,2025-05-05T00:00:00Z,3242.7,3315.7,3239.7,3311.3,244
GC=F#1d,2025-05-02T00:00:00Z,3239.9,3257.0,3225.0,3231.9,1349
GC=F#1d,2025-05-01T00:00:00Z,3272.9,3275.0,3198.6,3210.0,2131
GC=F#1d,2025-04-30T00:00:00Z,3318.7,3318.7,3268.0,3305.0,207
GC=F#1d,2025-04-29T00:00:00Z,3340.0,3340.0,3299.9,3318.8,1278
GC=F#1d,2025-04-28T00:00:00Z,3284.5,3332.5,3284.5,3332.5,1300
GC=F#1d,2025-04-25T00:00:00Z,3355.5,3355.5,3266.1,3282.4,162
GC=F#1d,2025-04-24T00:00:00Z,3305.4,3353.9,3304.9,3332.0,560
GC=F#1d,2025-04-23T00:00:00Z,3321.2,3370.3,3256.2,3276.3,331
GC=F#1d,2025-04-22T00:00:00Z,3422.2,3485.6,3361.7,3400.8,785
GC=F#1d,2025-04-21T00:00:00Z,3342.2,3418.5,3342.2,3406.2,78
GC=F#1d,2025-04-17T00:00:00Z,3345.0,3345.0,3287.8,3308.7,824
GC=F#1d,2025-04-16T00:00:00Z,3238.3,3334.9,3238.3,3326.6,1874
GC=F#1d,2025-04-15T00:00:00Z,3216.0,3218.7,3214.0,3218.7,390
GC=F#1d,2025-04-14T00:00:00Z,3215.5,3228.8,3194.5,3204.8,263
GC=F#1d,2025-04-11T00:00:00Z,3182.1,3235.0,3182.1,3222.2,862
GC=F#1d,2025-04-10T00:00:00Z,3073.9,3167.0,3072.1,3155.2,3456
GC=F#1d,2025-04-09T00:00:00Z,2965.8,3090.4,2965.8,3056.5,2175
GC=F#1d,2025-04-08T00:00:00Z,2994.0,3014.5,2968.4,2968.4,3213
GC=F#1d,2025-04-07T00:00:00Z,3016.4,3050.8,2949.7,2951.3,4424
GC=F#1d,2025-04-04T00:00:00Z,3110.5,3127.7,3011.0,3012.0,3247
GC=F#1d,2025-04-03T00:00:00Z,3150.0,3166.9,3052.0,3097.0,5516
GC=F#1d,2025-04-02T00:00:00Z,3120.7,3168.6,3117.4,3139.9,5946
GC=F#1d,2025-04-01T00:00:00Z,3129.7,3149.5,3104.0,3118.9,1721
GC=F#1d,2025-03-31T00:00:00Z,3091.0,3132.5,3086.0,3122.8,3438
GC=F#1d,2025-03-28T00:00:00Z,3069.7,3094.9,3066.8,3086.5,31206
GC=F#1d,2025-03-27T00:00:00Z,3025.5,3065.0,3025.5,3060.2,124359
GC=F#1d,2025-03-26T00:00:00Z,3033.2,3033.2,3019.5,3020.9,83
GC=F#1d,2025-03-25T00:00:00Z,3026.4,3028.8,3023.7,3023.7,74
GC=F#1d,2025-03-24T00:00:00Z,3024.3,3024.3,3006.0,3013.1,137
GC=F#1d,2025-03-21T00:00:00Z,3034.5,3037.5,3000.9,3018.2,151
GC=F#1d,2025-03-20T00:00:00Z,3047.3,3047.3,3034.4,3040.0,185
GC=F#1d,2025-03-19T00:00:00Z,3035.2,3050.9,3030.9,3035.9,175
GC=F#1d,2025-03-18T00:00:00Z,3006.4,3039.2,3004.4,3035.1,428
GC=F#1d,2025-03-17T00:00:00Z,2991.0,3001.5,2989.0,3000.0,214
GC=F#1d,2025-03-14T00:00:00Z,2994.4,3004.8,2986.0,2994.5,1800
GC=F#1d,2025-03-13T00:00:00Z,2937.1,2988.0,2935.2,2984.3,2366
GC=F#1d,2025-03-12T00:00:00Z,2912.0,2939.1,2910.0,2939.1,213
GC=F#1d,2025-03-11T00:00:00Z,2884.4,2916.7,2880.4,2912.9,197
GC=F#1d,2025-03-10T00:00:00Z,2910.1,2915.1,2880.2,2891.0,55
GC=F#1d,2025-03-07T00:00:00Z,2900.9,2927.3,2900.5,2904.7,531
GC=F#1d,2025-03-06T00:00:00Z,2904.0,2918.6,2903.8,2916.6,870
GC=F#1d,2025-03-05T00:00:00Z,2916.7,2922.0,2893.0,2915.3,551
GC=F#1d,2025-03-04T00:00:00Z,2886.1,2927.9,2886.1,2909.6,885
GC=F#1d,2025-03-03T00:00:00Z,2872.7,2891.8,2863.4,2890.2,423
GC=F#1d,2025-02-28T00:00:00Z,2877.1,2877.1,2834.1,2836.8,990
GC=F#1d,2025-02-27T00:00:00Z,2918.5,2922.8,2870.4,2883.2,3215
GC=F#1d,2025-02-26T00:00:00Z,2913.5,2917.0,2913.0,2916.8,2050
GC=F#1d,2025-02-25T00:00:00Z,2938.7,2943.2,2890.0,2904.5,1854
GC=F#1d,2025-02-24T00:00:00Z,2933.1,2957.9,2933.1,2947.9,415
GC=F#1d,2025-02-21T00:00:00Z,2938.8,2940.0,2917.3,2937.6,570
GC=F#1d,2025-02-20T00:00:00Z,2949.1,2955.8,2924.2,2940.0,656
GC=F#1d,2025-02-19T00:00:00Z,2938.7,2946.0,2917.1,2919.4,2630
GC=F#1d,2025-02-18T00:00:00Z,2879.2,2936.4,2873.8,2931.6,4010
GC=F#1d,2025-02-14T00:00:00Z,2937.3,2944.4,2874.8,2883.6,1992
GC=F#1d,2025-02-13T00:00:00Z,2911.3,2937.7,2910.6,2925.9,4670
GC=F#1d,2025-02-12T00:00:00Z,2902.0,2912.3,2868.6,2909.0,2504
GC=F#1d,2025-02-11T00:00:00Z,2925.5,2945.4,2890.0,2912.5,2554
GC=F#1d,2025-02-10T00:00:00Z,2864.2,2916.1,2863.8,2914.3,2237
GC=F#1d,2025-02-07T00:00:00Z,2859.9,2889.5,2857.8,2867.3,1822
GC=F#1d,2025-02-06T00:00:00Z,2865.2,2871.7,2836.3,2856.0,3116
GC=F#1d,2025-02-05T00:00:00Z,2850.0,2880.5,2848.0,2871.6,4519
GC=F#1d,2025-02-04T00:00:00Z,2827.6,2853.3,2816.1,2853.3,2187
GC=F#1d,2025-02-03T00:00:00Z,2818.2,2848.4,2780.9,2833.9,2649
GC=F#1d,2025-01-31T00:00:00Z,2829.0,2838.0,2804.0,2812.5,3443
GC=F#1d,2025-01-30T00:00:00Z,2772.5,2829.5,2770.0,2823.0,40141
GC=F#1d,2025-01-29T00:00:00Z,2769.1,2769.1,2769.1,2769.1,125692
GC=F#1d,2025-01-28T00:00:00Z,2738.0,2766.8,2738.0,2766.8,2307
GC=F#1d,2025-01-27T00:00:00Z,2761.1,2762.2,2737.5,2737.5,984
GC=F#1d,2025-01-24T00:00:00Z,2759.8,2792.0,2759.8,2777.3,1593
GC=F#1d,2025-01-23T00:00:00Z,2760.0,2765.0,2745.4,2763.1,2201
GC=F#1d,2025-01-22T00:00:00Z,2754.5,2768.8,2753.5,2767.6,2079
GC=F#1d,2025-01-21T00:00:00Z,2746.0,2755.0,2724.8,2755.0,1439
GC=F#1d,2025-01-17T00:00:00Z,2736.0,2751.6,2725.5,2744.3,1214
GC=F#1d,2025-01-16T00:00:00Z,2731.7,2749.8,2731.7,2746.4,1721
GC=F#1d,2025-01-15T00:00:00Z,2690.8,2712.5,2690.8,2712.5,930
GC=F#1d,2025-01-14T00:00:00Z,2673.6,2688.3,2670.8,2677.5,794
GC=F#1d,2025-01-13T00:00:00Z,2711.1,2711.2,2673.5,2673.5,765
GC=F#1d,2025-01-10T00:00:00Z,2686.1,2720.1,2683.7,2708.5,403
GC=F#1d,2025-01-09T00:00:00Z,2669.7,2686.3,2667.9,2683.8,1139
GC=F#1d,2025-01-08T00:00:00Z,2655.5,2676.9,2653.5,2664.5,999
GC=F#1d,2025-01-07T00:00:00Z,2653.4,2657.5,2653.0,2656.7,643
GC=F#1d,2025-01-06T00:00:00Z,2645.5,2647.0,2617.3,2638.4,960
GC=F#1d,2025-01-03T00:00:00Z,2658.7,2658.7,2641.8,2645.0,591
GC=F#1d,2025-01-02T00:00:00Z,2633.0,2663.1,2633.0,2658.9,1728
GC=F#1d,2024-12-31T00:00:00Z,2608.4,2629.2,2604.9,2629.2,401
GC=F#1d,2024-12-30T00:00:00Z,2620.7,2626.9,2597.0,2606.1,794
GC=F#1d,2024-12-27T00:00:00Z,2617.7,2617.7,2616.4,2617.2,642
GC=F#1d,2024-12-26T00:00:00Z,2628.5,2638.8,2627.9,2638.8,84
GC=F#1d,2024-12-24T00:00:00Z,2613.0,2620.0,2609.5,2620.0,35
GC=F#1d,2024-12-23T00:00:00Z,2620.0,2627.7,2611.1,2612.3,451
GC=F#1d,2024-12-20T00:00:00Z,2605.3,2631.6,2604.9,2628.7,592
GC=F#1d,2024-12-19T00:00:00Z,2582.1,2610.3,2582.1,2592.2,238
GC=F#1d,2024-12-18T00:00:00Z,2644.3,2647.1,2590.2,2636.5,566
GC=F#1d,2024-12-17T00:00:00Z,2651.8,2652.3,2632.5,2644.4,705
GC=F#1d,2024-12-16T00:00:00Z,2658.3,2663.3,2651.0,2651.4,877
GC=F#1d,2024-12-13T00:00:00Z,2688.2,2689.3,2647.9,2656.0,1125
GC=F#1d,2024-12-12T00:00:00Z,2725.1,2725.1,2677.4,2687.5,2365
GC=F#1d,2024-12-11T00:00:00Z,2701.8,2733.8,2693.1,2733.8,3387
GC=F#1d,2024-12-10T00:00:00Z,2662.3,2698.2,2661.0,2697.6,437
GC=F#1d,2024-12-09T00:00:00Z,2632.1,2677.1,2630.8,2664.9,935
GC=F#1d,2024-12-06T00:00:00Z,2620.2,2643.1,2617.5,2638.6,571
GC=F#1d,2024-12-05T00:00:00Z,2652.4,2655.0,2625.7,2626.6,573
GC=F#1d,2024-12-04T00:00:00Z,2639.2,2658.3,2637.0,2653.8,249
GC=F#1d,2024-12-03T00:00:00Z,2639.0,2654.7,2636.0,2644.7,1062
GC=F#1d,2024-12-02T00:00:00Z,2649.0,2649.8,2621.7,2634.9,695
GC=F#1d,2024-11-29T00:00:00Z,2636.4,2664.3,2620.7,2657.0,3861
GC=F#1d,2024-11-27T00:00:00Z,2633.5,2657.9,2627.2,2639.9,61653
GC=F#1d,2024-11-26T00:00:00Z,2625.6,2625.6,2620.3,2620.3,177858
GC=F#1d,2024-11-25T00:00:00Z,2689.4,2689.4,2616.8,2616.8,94
GC=F#1d,2024-11-22T00:00:00Z,2687.5,2710.5,2685.6,2709.9,41
GC=F#1d,2024-11-21T00:00:00Z,2659.3,2672.1,2655.7,2672.1,33
GC=F#1d,2024-11-20T00:00:00Z,2638.5,2648.2,2638.5,2648.2,27
GC=F#1d,2024-11-19T00:00:00Z,2621.9,2627.7,2619.3,2627.1,87
GC=F#1d,2024-11-18T00:00:00Z,2591.7,2610.7,2589.4,2610.6,136
