snap_index;snap_ts;price;bias;stage;result;reason;extra
0;2025-10-13T23:55:00Z;63.33;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.65377749839189, ema50=66.59754997331757, rsi_pct=14.5, atr_pct=39.0, slope_pct=-0.0003492616448773889
1;2025-10-14T00:00:00Z;63.3;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
2;2025-10-14T00:05:00Z;63.31;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
3;2025-10-14T00:10:00Z;63.3;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
4;2025-10-14T00:15:00Z;63.31;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
5;2025-10-14T00:20:00Z;63.27;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
6;2025-10-14T00:25:00Z;63.27;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
7;2025-10-14T00:30:00Z;63.14;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
8;2025-10-14T00:35:00Z;63.04;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
9;2025-10-14T00:40:00Z;63.07;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
10;2025-10-14T00:45:00Z;63.09;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
11;2025-10-14T00:50:00Z;63.13;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
12;2025-10-14T00:55:00Z;62.94;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
13;2025-10-14T01:00:00Z;62.98;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
14;2025-10-14T01:05:00Z;63.05;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
15;2025-10-14T01:10:00Z;63.15;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
16;2025-10-14T01:15:00Z;63.06;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
17;2025-10-14T01:20:00Z;63.03;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
18;2025-10-14T01:25:00Z;63.05;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
19;2025-10-14T01:30:00Z;63.01;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
20;2025-10-14T01:35:00Z;62.91;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
21;2025-10-14T01:40:00Z;62.91;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
22;2025-10-14T01:45:00Z;62.9;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
23;2025-10-14T01:50:00Z;62.87;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
24;2025-10-14T01:55:00Z;62.87;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
25;2025-10-14T02:00:00Z;62.76;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
26;2025-10-14T02:05:00Z;62.66;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
27;2025-10-14T02:10:00Z;62.68;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
28;2025-10-14T02:15:00Z;62.71;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
29;2025-10-14T02:20:00Z;62.57;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
30;2025-10-14T02:25:00Z;62.55;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
31;2025-10-14T02:30:00Z;62.48;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
32;2025-10-14T02:35:00Z;62.29;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
33;2025-10-14T02:40:00Z;62.29;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
34;2025-10-14T02:45:00Z;62.29;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
35;2025-10-14T02:50:00Z;62.37;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
36;2025-10-14T02:55:00Z;62.42;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
37;2025-10-14T03:00:00Z;62.25;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
38;2025-10-14T03:05:00Z;62.09;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
39;2025-10-14T03:10:00Z;62.23;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
40;2025-10-14T03:15:00Z;62.29;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
41;2025-10-14T03:20:00Z;62.2;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
42;2025-10-14T03:25:00Z;62.21;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
43;2025-10-14T03:30:00Z;62.06;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
44;2025-10-14T03:35:00Z;61.98;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
45;2025-10-14T03:40:00Z;61.93;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
46;2025-10-14T03:45:00Z;61.96;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
47;2025-10-14T03:50:00Z;62.05;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
48;2025-10-14T03:55:00Z;62.07;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
49;2025-10-14T04:00:00Z;61.96;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
50;2025-10-14T04:05:00Z;61.95;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
51;2025-10-14T04:10:00Z;61.99;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
52;2025-10-14T04:15:00Z;61.92;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
53;2025-10-14T04:20:00Z;61.9;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
54;2025-10-14T04:25:00Z;62.03;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
55;2025-10-14T04:30:00Z;62.01;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
56;2025-10-14T04:35:00Z;61.93;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
57;2025-10-14T04:40:00Z;61.93;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
58;2025-10-14T04:45:00Z;61.97;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
59;2025-10-14T04:50:00Z;62.12;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
60;2025-10-14T04:55:00Z;62.18;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
61;2025-10-14T05:00:00Z;62.16;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
62;2025-10-14T05:05:00Z;62.1;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
63;2025-10-14T05:10:00Z;61.97;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
64;2025-10-14T05:15:00Z;61.96;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
65;2025-10-14T05:20:00Z;62.11;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
66;2025-10-14T05:25:00Z;62.01;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
67;2025-10-14T05:30:00Z;61.78;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
68;2025-10-14T05:35:00Z;61.76;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
69;2025-10-14T05:40:00Z;61.58;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
70;2025-10-14T05:45:00Z;61.53;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
71;2025-10-14T05:50:00Z;61.55;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
72;2025-10-14T05:55:00Z;61.62;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
73;2025-10-14T06:00:00Z;61.77;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
74;2025-10-14T06:05:00Z;61.87;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
75;2025-10-14T06:10:00Z;61.89;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
76;2025-10-14T06:15:00Z;61.95;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
77;2025-10-14T06:20:00Z;61.97;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
78;2025-10-14T06:25:00Z;61.9;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
79;2025-10-14T06:30:00Z;62.04;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
80;2025-10-14T06:35:00Z;62.06;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
81;2025-10-14T06:40:00Z;62.04;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
82;2025-10-14T06:45:00Z;62.12;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
83;2025-10-14T06:50:00Z;62.02;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
84;2025-10-14T06:55:00Z;62.11;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
85;2025-10-14T07:00:00Z;62.16;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
86;2025-10-14T07:05:00Z;62.09;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
87;2025-10-14T07:10:00Z;62.0;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
88;2025-10-14T07:15:00Z;61.95;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
89;2025-10-14T07:20:00Z;61.94;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
90;2025-10-14T07:25:00Z;61.9;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
91;2025-10-14T07:30:00Z;61.87;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
92;2025-10-14T07:35:00Z;61.94;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
93;2025-10-14T07:40:00Z;61.99;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
94;2025-10-14T07:45:00Z;61.93;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
95;2025-10-14T07:50:00Z;61.83;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
96;2025-10-14T07:55:00Z;61.9;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
97;2025-10-14T08:00:00Z;61.99;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
98;2025-10-14T08:05:00Z;62.13;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
99;2025-10-14T08:10:00Z;62.02;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
100;2025-10-14T08:15:00Z;62.2;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
101;2025-10-14T08:20:00Z;62.28;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
102;2025-10-14T08:25:00Z;62.33;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
103;2025-10-14T08:30:00Z;62.28;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
104;2025-10-14T08:35:00Z;62.1;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
105;2025-10-14T08:40:00Z;61.98;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
106;2025-10-14T08:45:00Z;62.17;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
107;2025-10-14T08:50:00Z;62.05;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
108;2025-10-14T08:55:00Z;62.1;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
109;2025-10-14T09:00:00Z;61.98;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
110;2025-10-14T09:05:00Z;61.9;NEUTRAL;DAILY_NEUTRAL;SKIP;RSI_NOT_MIDRANGE;ema20=65.4324653556879, ema50=66.46941075867767, rsi_pct=14.0, atr_pct=34.5, slope_pct=-0.00036369364136763034
